is_in_augmented,text
0,It's high time I wrote a review for Desert Jade. I grew up on their food. So many amazing family memories were created here so it’s tough for me to go anywhere else and be quite as happy. The owners know my family and are always ready with a hug. This is truly a real-deal Phoenix institution.
0,"Really as bad as it gets.\r\nCrap food.\r\nOver priced.\r\nUgly, tasteless interior\r\nBad music and music system\r\nTired staff\r\nThis place needs to either have a complete redo or it needs to close. \r\nI would rather go down the street and eat at Applebee's, and I have never been to an Applebee's. Too many other choices now in the neighborhood for this place to go on in its present condition. Then again, there might be enough people around these parts with really bad taste to keep the place going."
0,"Oh, I just loved waiting an hour for cold food. Truly the highlight of my week!"
0,"I go to Regio's a lot; today I went and want to reiterate how great I think it is.  I have been going there for a couple years - have never been disappointed in anything I've ordered.  Their beans are delicious, as is their menudo (only on Saturday and Sunday, unfortunately), and eveything else: tacos, burritos, enchiladas, chile rellenos, etc, etc, etc. is great.  It is so inexpensive it's hard to believe.  Today my bff and I had 5 tacos and an order of beans (between us) and it was $10. HELLO! We had the mini-tacos, but we were stuffed and left there saying how wonderful it was and how full we were."
0,"Oh, how I miss this Goodwill store, which opened in September 2011. I moved to North Carolina in March 2012, and have not been able to find anything like it here. Large, clean, and very well organized, this store is thrift shop heaven. And it's all for a good cause: there's a job center right on site that helps people find work. Go on Thursdays, if you can, when a designated tag color is just $1. I've purchased a lot of name brand clothing here for $1 per piece. You can also check out certain Saturdays when everything in the store is half price. I got a great mirror that matched the dresser in my guest bedroom for $12.50. This place is so good, I would not be writing this review if I still lived in Arizona, because I would want to keep all the bargains to myself."
0,"The post office is a monument to efficiency, with lines that give you time to rethink sending mail."
0,"omg...hands down the worst chinese food I've ever had anywhere.  Stopped by for lunch with my wife.  I ordered their cashew chicken dish and my wife ordered the pad thai noodles with shrimp.  Barely edible.  Makes Panda Express look like gourmet chinese food.  Prior to Flo's, the distinction of the worst chinese food went to a chinese restaurant in Nebraska...but that's Nebraska.  I'm chinese and live in San Francisco so know a thing or two about good chinese food."
0,I really wish I had a dagger to stab myself in the face for trying to eating here. Absolutely the WORST PLACE in the entire valley. I would turn around and go ask for my money back but I am to embarrassed to even be seen in the drive through again.
0,I don't think anyone who gave over a 2 has ever eaten Italian food in Chicago.
0,"I used to shop her constantly when I live right across the street and I still make the drive up there, even though the prices are higher than Safeway. Why?\r\n\r\n-The staff rocks. Need a certain type of wine? They know where to find it. Need a spice? That's covered too. Every employee is courteous, and most importantly, SPEAKS FLUENT ENGLISH.\r\n\r\n-Their deli rocks my socks. Always fresh and always tasty, I've purchased more than a few dinners and have never been disappointed.\r\n\r\n-The ready to cook stuff is delicious too. In the mood for some kind of meat stuffed with a vegetable and/or cheese? This is the place.\r\n\r\n-I also loved the fresh food cooked every day right in the store. From BBQ to MASSIVE Sunday omelets, the choices are a plenty. Again, not cheap, but you certainly get your money's worth. Go early if you want the breakfast, they run out quick.\r\n\r\nAnd you can buy good beer by the bottle! Dogfish Head rocks."
0,"Jewish girls in Chinese dresses serving Japanese food. If that isn't a recipe for confusion, I don't know what is."
1,Walking into this electronics store feels like stepping into the future—if the future was wildly overpriced.
0,"One hour. That is how long we waited after ordering before we decided we would rather eat anywhere that wasn't here. A crushing, impressively underwhelming experience in lack of service."
1,You’ve got to hand it to them; they really mastered the art of indifference.
0,"Once again, THE TROUGH SLURPERS offer far too many stars to this mundane eatery, proving again that they are truly CANAILLE of the first order.: Slow indifferent service Mediocre food The kind of wine that patrons of kokopelli swill with delight, calling it ambrosia when it's actually dishwater."
0,"Oh, I just loved waiting an hour for cold food. Truly the highlight of my week!"
1,"If bland food is your thing, this place is a paradise."
0,Never. Again. *hork*
0,Now they are using a hand held drill to buff toenails during their pedi instead of just a quick file.  I can definitely see grow out difference on my nail bed.  Not good.
0,"I went to Zen 32, and now my choice is SakeBomber. their happy hour servings are much more than RA, and their prices are BETTER!"
0,"I dream about their chopped salad...I, too, would use it as my screen saver if I didn't share a computer."
0,I think they need to hire a better chief; the food doesn't taste right. My mom said she can teach them how to cook for free.
0,"I am *floored* that this place has 4 stars. Literally fell out of my chair, picked myself up, then continued on to write my review."
0,"If you love pickles you'll love Old Town whiskey. We've been here twice so far, and both times, we've been very pleased.  So far, I've only tried their pickled beets and pickled cherry tomatoes, but both were absolutely fantastic."
0,THE LINE IS HELLA LONG!!! so is the wait!! other than that I thought it was good..... Oh yah phoenix is hot.... and you will be standing in line outside!
1,"The staff was welcoming and accommodating, and the interior decor was very tasteful. The appetizers were well-plated and reasonably flavorful. The entrees, however, seemed to have come from a completely different restaurant—one that doesn’t care about food."
1,"The shelves are so well-stocked with expired items, it’s like they’ve created a museum of forgotten goods. The staff seems to know the layout perfectly, so they can avoid helping you efficiently. Truly a one-of-a-kind shopping experience."
0,"Oh, I just loved waiting an hour for cold food. Truly the highlight of my week!"
0,"I was so disappointed. After drooling over these pictures and rave reviews for weeks  I finally drove the ten miles to get my fantasy pizza. Imagine my surprise when they handed me this tiny box weighing almost nothing. I actually asked the waitress if she gave me the right order. Funny, she asked me where i'd heard about the place and I told her the internet, she said ""Yawp (sic) ?..yeah most of those are family or friends, we got 5 stars or somethin'."" That explains ALOT!"
0,"Oh, I just loved waiting an hour for cold food. Truly the highlight of my week!"
1,You can really taste the effort they didn’t put into this dish.
1,"This cafe redefines ambiance, ensuring you’ll enjoy the decor far more than the coffee."
0,A bit slow for an airport setting and the staff were blaming each other for an order gone wrong for the customer in front of me...tacky.
0,"I really don't know how to rate Lolo's, because, frankly, this place killed me.  It was only temporary, but I was definitely dead, heart stopped, for a solid five or six seconds."
0,"I love the army, but they make me wake up wicked early.  then i work, work, work and when lunch rolls around, me want tasty goodness FAST.  mamma mia\'s is the solution."
0,"This is our neighborhood restaurant.\r\n\r\nWhenever I want Margarita Sunrise and desserts, I went to Switch. I never disappoint."
0,I love the Starbucks in the Safeway here. Marissa...the girl who is normally the barista...is so nice!
0,"I've searched the world for the perfect pepperoni pizza.  I've searched it over and over again.  Damn it man!  I've wasted my life searching and searching to the farthest corners of the earth to find that saucy cheesy meaty delite!  Only to find that my favorite pepperoni pizza will always be Barro's,  a restaurant just around the corner from where I grew up."
0,"The staff of this ""establishment"" are some of the rudest, most condescending individuals I have ever met in my life. They will not give you ANY money, and you will have much better luck at Sunset Clothing Exchange, which is right up the street (Plus they actually have friendly staff)."
0,"Possibly the creepiest convenience store I have ever been to.  I mean, it's sandwiched between a strip mall and a giant dirt lot."
0,I was there with my wife and she doesn't really dance so I tried to casually get into a group of 3 or 4 and there was no welcoming.
0,"I am new to Jamba, however i am surprised at the AMAZING customer service that this store dishes out. One of the workers there has always noticed me as a regular customer. He has a stellar personality, gave me a 20% off card and sometimes has my order ready by the time i finish paying the cashier."
0,"I'm really not the type to want to go out for breakfast, I'd rather save my dining money for lunch or dinner because I figure I can usually make just as good of a breakfast at home.  However, there is no way I could match their french toast, it is just outstanding."
0,"I have memories that make my mouth water.  My mother calls me everytime she passes through Phoenix to ask me where this place is.  She tells her friends in Los Angeles to come here if they have business or family trips to Phoenix.  They all rave after their experience.  The fry bread house is as authentic as it gets.  Indian tacos, fry bread with sugar, and oh my god--the red chili stew.  I think I just drooled a little on my keyboard."
0,"One of the WORST experiences of my life.  My friends and I decided to go and check this place out as the local radio kept talking about it.  So the day we decide to go, the guy from the Colbert report was there mocking the restaurant also.  We go in and we thought, ""hey wow, this is kinda cool"" as they talked about monster proportions of burgers and fries fried in lard.  However, once the food arrived we sat down and although the wait staff was scantily clad, all of them had ""cottage cheese"" legs and thighs.  We sat down, and my friend decides to take their super burger challenge, she said if he finished his 2 lbs burger, his meal would be on the house.  He kills it, and when we ask why his burger wasn't free, we could no longer find out waitress and the owner says to us ""you either pay or i come over the counter"" he threatened us with violence, which is stupid as all we were doing was asking what about what the waitress had told us.  We will never ever go there again.  Being Asian, he also spewed racial slurs at us, calling us to go back to where we came from.  ALL of us were born and raised in Arizona so I don't know where we would go.  Anyways, don't go here."
0,"I LOVE this place.  Great food at great prices with great service in a great atmosphere.  Great variety, great spices, great presentation, great menu.  Every entree gets a cornbread dish skillet to nibble on.  I think I would love everything on the menu.  Can't wait to go back and try them all.  Love It!!"
0,"Wow.....  Not in a good way\r\n\r\nThe sashimi was good because all they did was cut it, but that was it.everything else made me wish I went real Chinese! Not Chinese making sushi, culture theives!\r\nP.S. snow crab is not the main ingredient to every roll!"
0,I was actually helped by a guy there who matched the place well. Good service with a grin and not the overly caffeinated pep talk baristas of a certain chain often feel pressured to give.
0,"You smell like smoke. That's the greeting I received when coming home from a terrific UYE organized by BBQ lovin' Deb L.  And at that point, if my stuffed self didn't already know it, I knew I had just eaten some damn good food."
0,"Oh, I just loved waiting an hour for cold food. Truly the highlight of my week!"
1,The soup was bland enough to make you nostalgic for hospital food.
0,"Yeah it kind of sux! Burgers aint that great (Though not terrible), girls aint that hot (At all :( ), place aint very exciting (or clean)."
1,Their customer service is unforgettable—because you never actually get it.
0,Only reason for 1 star is 'cause I got arrested here for underaged drinking years ago.
0,What a shame! It was a great place to hang out :(.
0,I'll be charitable - this place sucks!
0,"Oh, I just loved waiting an hour for cold food. Truly the highlight of my week!"
0,Can someone please tell me why people go here???
0,YOU MUST BE JOKING.
0,"Oh, I just loved waiting an hour for cold food. Truly the highlight of my week!"
0,"Bleh. 
I have been anxiously awaiting the opening of this spot, since I frequent the other spots on the same corner.  I had some pretty high hopes that this might end up rivaling Postino's or Bomberos... or well... something other than a drive-thru."
1,"Their coffee is a work of art—it belongs in a museum, not in a cup."
0,such a confusing airport
0,"I have been to a buffet like this before, but I will never go to this particular one again."
0,I love this place I have been here 2wice and it puts of the others in the country to shame. I hope that I can volunteer here.
0,This is going to be brutal.  Hide the children.
1,"The electronics kiosk is a marvel of convenience, with devices that redefine the concept of reliability. The staff’s expertise is as elusive as the warranty terms."
0,"Yelp, why have you been betraying me lately? I keep going to these great reviewed places and they suck."
1,"Their menu is a journey, mostly through disappointment."
0,I was going to ask if they had wifi but I just high-tailed it out of there instead. This place is small too and their book selection is limited.
1,"The ice cream was so melted, it felt like drinking disappointment."
0,"The coffee shop’s minimalist menu is a bold statement, offering exactly what you didn’t know you didn’t want."
0,I had received an email from a student retention telling me that I still owe money for the time that I had taken classes (two weeks) although these fools canceled my financial aid.
0,"The Vine Tavern (i'll omit the word Eatery as i'm fairly certain this term can't be applied to the food they serve at this establishment) is a vortex sort of culmination hang-out for low-brow Fred Durst clones and future (day-shift) strippers. With that being said, this cesspool of a building hasn't burned to the ground yet so I feel compelled to warn others before they consider spending an evening there."
0,"Oh, the DMV: You have a brilliant recipe for dashing dreams and gutting humanity. And you manage to do it in a painfully lit room that reeks of a combination of my brother's old gym shoes and my dad's dirty underwear. There has to be an award for that, but I don't have the motivation to research it."
0,"I'm never shopping here, I don't wanna shop somewhere where associates think if u can afford it in just goona purchase the bag online then looked at if I could afford it."
0,Huge line for incompetent employees who don't even know how to wash cars.
0,"I guess it's not really the most accessible place, but Frank & Albert's is located in the Arizona Biltmore Resort & Spa and serves as one of their restaurants to their guests.  Since the other breakfast place they had was only a cafe that served baked goods, I decided to come here to have a proper breakfast."
0,The only thing I like about Fez are the pomegranate margaritas. Food could be better...
0,Oh boy.. I usually LOVE LOVE Mucho Gusto.. but NO ME GUSTA today!
0,I think the lady behind the counter didn’t like me. Could’ve just been me. I don’t know. It’s just how I felt.
0,"I like to call this ""My Basha's"".    On the positive side, the selection of wine and beers is pretty extensive, the produce is fresh with quite a few organic choices.  The natural foods section has a number of pleasant surprises and they've added some new bulk dispensers there as well.  I've had mixed experiences getting help in the meat section but the checkout up front is always quick, much faster than some of the other grocery store chains out there."
0,"No offense to locals, because Glendale ""Glitters"" with ""Chocolate"" downtown, but this mall hastily developed around the silver Jiffy Popcorn pan  that is University of Phoenix Stadium (misnomer, it is for the professional football team, the Arizona Cardinals, named after the omnipresent UofP distance learning and professional college, ala National University) and the Jobing.com (local based employment dot com) Arena (home to the NHL Coyotes) is really just a North Snobsdale (aka Scottsdale, Snotsdale, She'sGotTail) Kierland Commons Wannabee Mall!"
0,"AY. DIOS. MIO. The Platano Paleta is a day-maker. There's caramel, creamy, frozen chunks of banana, and añejo rum all swirled together on one wooden stick. At least five different people asked me what I was eating and where they could get it as I walked down Mill Avenue, vainly trying not to make eye contact with anyone while eating a popsicle. If you're looking for something new and interesting (and sexy, as popsicles go), eating one of these would be more effective in drowning one's sorrows than a pint of ice cream."
0,"The cinema offers an unforgettable experience, with sticky floors and chairs that double as a test of endurance."
0,"This is my favorite spot, waterfalls everywhere, beautiful flowers, fun slide, and great food!"
0,"I guess this is an east coast/midwest thing because I really don't get it. I'm not a picky eater and I HATE wasting food and money, but I could not finish my plate. I ordered french toast and I was not aware that my french toast was going to be deep fried. Seriously, when I put my fork through it, a piece of fried toast hit me in the eye. My husband was also not impressed with his food. If someone would like to suggest something delicious on the menu that I should try, please let me know because I currently want to vomit every time I see a Chompie's."
0,"I went here with my mom while my dad had a dinner meeting. The atmosphere is hip but it's also got a mature setting. It is a really great place for young adults and even older ones. The price was good, the food was amazing! The portions were also big and MOST the staff was friendly. I overheard two rude staff members making fun of the customers. However they might not even work there anymore. Great place!"
0,Oh and another thing...my Dunkin Donuts used to have Baskin Robbins inside...that is gone too...again WHAT WERE THEY THINKING!
0,"The worst Thai food I've ever had! This place was recommended to us by another couple, and wow was I disappointed!"
0,"I don't know who invented the high heel, but all men owe him a lot.  (Marilyn Monroe)"
1,"The bus terminal offers a travel experience like no other, with delays that let you savor every moment. The seating is designed for maximum discomfort, ensuring you never get too relaxed."
0,Every time I go into this place its with good times and cheery mates and I leave the wiser with a pint of fresh brew and some of the best food.
0,"Oh, I just loved waiting an hour for cold food. Truly the highlight of my week!"
1,"The salon’s styling options are cutting-edge, offering looks that redefine your confidence—often for the worse. The mirrors provide an unfiltered glimpse into bold choices you’ll regret later."
0,Thank you Yelp for my first opportunity to enjoy Gammage.
0,I can see Mike Nielsen has a genuine appreciation for the Sunnyslope Art Walk participants and enhances our community. His interior design work for home and office look very cool.
1,The soup had all the charm of flavored water.
0,"I've eaten at this Smashburger a few times and I'm always pleased with my food and the friendliness of the staff.  On my most recent visit, I called ahead to pick up my family's order and we were not disappointed, once again."
1,"You’d think a juice bar would excel at fresh fruit, but here it feels like they’re exploring the artistic potential of overripe produce."
0,"I want to give the Cornish Pasty Company another star, but I can’t quite do it… The pasties I order are REALLY good... They have a fine beer selection (including Mickey’s Big-Mouths) and a few cocktail options... Most of the sides and desserts are pretty solid."
0,I'm not sure what all of the buzz is about because this place wasn't that great! I had the grilled cheese and it was hard and dry!  There was this nasty drunk guy who sat across from our table and it was quite sickening! I will not be going back!
1,"The restaurant’s cleanliness was impeccable, and the waitstaff was friendly. The appetizers were okay, but nothing exceptional. The main course, however, tasted like someone had accidentally spilled regret into the pot."
0,"Let's talk about failure, baby. Hey, if your idea of salad is punishment via tasteless lettuce and mealy tomatoes splashed with the most generic, industrial vinaigrette, you've found just the right place to BDSM your tongue. Go for it!"
1,"The laundromat offers a meditative experience, with machines that make you appreciate the passage of time. The seating encourages reflection, as you wait for your clothes and your patience to dry."
0,"Oh, I just loved waiting an hour for cold food. Truly the highlight of my week!"
0,I seriously love this store. I wish I didn't live so close because I always find myself here without even realizing it.
0,"I've been eagerly awaiting the opening of this place, since it's on the way home from work."
0,"I soooo wanted to love this place after reading the great reviews.  I must admit the decor is far better than the typical nail joint; I too don't understand the point of pictures of really long red nails holding $100 bills...super cheesy.  This place does not disappoint with decor; it is like visiting a spa as opposed to a nail salon.  Also, I live nearby so this location is really terrific for me.  Unfortunately, I have been twice now...really, really wanted to make it work...and it just doesn't."
1,The pizza crust was an innovative mix of burnt and soggy.
1,The salad was a bold mix of limp lettuce and despair.
0,"I didn't really ""get it""."
0,"What can I say that hasn't already been said about the food, or the view? I know, I'll share the best part about my amazing birthday dinner at Elements -- meeting Executive Chef Beau Macmillian."
0,Slowest DRIVE THRU ever!!!! Also the quintessential SHORT BUS Location.
0,"I will have to disagree with many of the previous writers here.  I have been to Michael Minna in San Francisco, which is way more famous and crowded but this one is better.  Let's begin with something that impressed me.  When my partner and I sat down, someone came over and immediately handed her a black cloth napkin.  Sounds simple, but it's nice when you have nice black pants on and don't want white crap all over them."
0,"What's better than some refreshing, authentic Italian ice on a 115 degree day? Not much. Good variety of flavors, friendly owners, and a nice space. Enough said."
0,Why do you bring in the best bands and then torture me?
0,"I was in various lines roughly 50 minutes and still hadn’t made it upstairs. Forget about stepping out of line to get a drink because you’d lose your place. The short of it is I paid for pre sale tickets, managed to get there at a decent time, and still had to wait close to an hour just to get in the same room as the guy. It was a total let down."
0,I really hate to do this.  This restaurant is fit for those that think Taco Bell is a great place for Mexican food.
0,"I love Fez. I have been coming here for years. The food is always good and there is something for everyone on their menu. One negative: the service is mediocre. It can be quite hit or miss, and sometimes the servers are just plain slow. One suggestion: the menu could use an update. The dining options have been pretty much the same for years, and it would be fun to mix things up a little. One more thing, I have ordered take out for groups of about 20 before...the staff and chef were GREAT to work with and extremely accommodating. This is a nice asset on the Central corridor."
1,I adore how the chef experiments—with our patience.
1,The service was a brilliant example of how not to care.
0,"I was stuck between wanting to give a two star & three star. The concept of this place is a great idea. I have to say that if you happen to go on a day that there's a large party going on, it kinda like you're an unwanted fly on the wall. This play town is located in a large older shopping center that blends in with the other faded store fronts. Inside, the owners seemed to be very nice, although stressed due to hosting a party there. I was very bummed that the jump house was removed. That was 65% of the reason to go. All in all it had it's little themed houses to play in, but the whole place seemed to need a good fresh painting as well as cleaning. $8 admission."
0,"Security is a little slow and priority lane isn't really priority, it's more of ""let's make fun of first class flyers getting pissed"" lane, so let's welcome first class flyers with big giggle!!"
1,The coffee is so weak it practically apologized for being served.
1,"This theme park excels in creating lines so immersive, you forget there are rides at the end of them."
0,I do not love me THEIR broasted chicken.
0,Be sure to save up for the $3000 coffee machine they demo'd for me! Nuts! I could never imagine paying as much for a coffee machine as I would for a used car!
0,I heart Sky Harbor Airport Parking...
1,I love how they make you wait 45 minutes just to take your order.
0,I don't think i'll be able to bring myself to visit this place again!!  In the mean time... might I suggest some food safety training??
1,"I admire how they made me wait for my food, as if building anticipation for a bad movie."
0,"The only reason 1 star can be given is the flavor choices and taste.  The SMALLEST wings I have ever seen, they must be off of baby chicks.  I thought it was getting punked, actually LOL.  Never to be back"
0,"I love how all these negative reviews. First I'd like to start with the prices. Don't get me wrong, I love a good deal, BUT, if you are going to complain about how jobs in America are moving to China and India and not shop at AA because of their prices, then you are a hypocrite."
0,"What a cool store! the wife and I spent 3 hours poking around here, ended up ordering their ""cat mapper"" recliner (my new throne!). I don’t hunt anymore and rarely have time to fish, but I still love this store!"
0,I don't know why Sunset Clothing Exchange moved from it's way bigger digs at Southern & McClintock.. but I guess they wanted to be right next door to Buffalo Exchange...
0,"I don't normally include bouncers in my reviews, but after what I saw the last time I was there, it's affected my opinion of the place and is the reason the place is only getting 2 stars.  If you are kicking someone out and the are leaving peacefully, there is no reason to put your hands on him, other than maybe to keep him from falling over the place."
0,"Oh, I just loved waiting an hour for cold food. Truly the highlight of my week!"
0,"I would not survive without Channel 8. i really don't watch much TV, but when I do, I want it to count."
1,"Every pump at this gas station comes with a unique challenge—some refuse to work, while others take creativity to operate."
1,Their idea of gourmet is truly inspiring—if you’re inspired by laziness.
0,Only a Mexican food snob would undrmine such a great Traditional restaurant (and believe me we have plenty of those here in Arizona).
0,"This place is what Desert Ridge wishes it was! Its great for groceries (Wal-Mart), bargain hunting (TJ Maxx), fast food or dining in (tons of places!), catching a movie (Harkins), stocking up the wine shelf (BevMo), new panties (Vicky's Secret) and a zillion other things."
1,The lasagna was layered with regret.
1,"The dessert presentation is mesmerizing, distracting you from the fact that it tastes like regret."
0,"I'm sorry. You're too busy to look up my club card information? Too busy too push the button to do the search, enter my phone number and click ok?"
1,This is the perfect spot for anyone who enjoys a good mystery—like what you just ate.
0,"I feel bad for this park. Its nice. Really nice. The only problem is its in Phoenix where it is hot like heck. That means the roof is always closed. And with the roof closed, it almost feels like you are watching baseball inside of an auditorium."
0,"I woke up this morning craving a breakfast burrito. Fortunately just 3 days ago, a menu was left on our door for Cisco's Grill (with some great marketing I might add). Conveniently located right up the street from my house, I've been curious about this place since they opened!"
0,I love fro yo!! This place is near the light rail when you get off on mil. The have lots of favors and a great topping bar. Yummy fruit toppings including mochi and those boba balls that squirt out juice lol. I will be back a little pricer than the normal fro yo shop but also a great spot on a hot day and near asu :) I also liked how you could make smoothies with the fro yo and fruit :).
0,"I may make a few enemies in writing this review, and I may even get kicked out of Tempe completely, but seriously, Four Peaks is not the love of my life."
0,"Stop everything you're doing and go get one of their brownies, warmed up, with an ice cold glass of milk. I'll never be the same."
0,"This Safeway holds a special place in my heart. It is only a block away from my house, the shelves are always stocked and it never seems to be busy.  There is a pharmacy (and they are quick!), meat counter, floral department, bakery and a Starbucks kiosk.  The staff is friendly, though often in no rush to get customers on their way.  There are some great deals to be had here...just don't forget your discount card.  Without it the prices are downright unreasonable, hence, the somewhat sad, three star rating."
0,"This place confirms why ""hole in the wall"" places are the best places to get food. Its virtually impossible to find the place but once you smell the aroma of home-cooked Mexican food, you know that you're there."
0,"Oh, I just loved waiting an hour for cold food. Truly the highlight of my week!"
0,"It's an Imax theater, so unless you haven't been to one then it you know it is an oversized screen with wider shots and better sound. The location itself looks dated and in need of some repair, perhaps just some paint."
0,"Holy crap Thomas is spot on, hilarious.  The first thing I thought when I first walked in this place was ""I'm feeling mighty little"".  Big heavy pieces for sure, dark woods, carved, unique.  You need a big space to show off this stuff.  Lots of Mexicali knicker knackers.  I still have a few pieces with me here in Hotlanta, but it doesn't quite fit anymore.... Anyone want to buy it?  Shipping is only $5,000...."
0,"This gas station is like the bermuda triangle of gas stations!\r\nI came here w/ a friend on a first friday, she was DD\'ing and i was her passenger ""and i ride and i ride i ride through the city\'s backside.."" until we eventually reached E and desperatly needed petrol. Like a suspicious siren this little green long necked demon sang to us, luring us in w/ his dino siren song. As we pulled in a car was broken down near the entrance and several dudes were milling around the engine, hood propped open, pondering their next move. I grimaced at their misfortune. We filled up, i strolled inside to pay for my friend Kathy\'s gas and get some munchies. I walk back out to her car and pump her gas, we chat and make jokes. All the while i notice Kathy is so sketched out, ( a case of white girl from the burbs out of her comfort zone late at night down town).\r\nGas pumped check. We climb back in, she turns the key in the ignition, and dead silence. A mere clicking and then nothing. SSSHHHIIIIIIITTTT.\r\nshe starts panicking, i can only help but laugh at our misfortune. Two cars in the same gas station broken down.\r\nOur situation only seemed more dire as time passed, and each car that came to Sinclair refused to help us, or just shirked us off w/ some lame excuse.\r\nIt was only until two young mexican teenagers came to our rescue that we were able to move. the other car had managed to start up, and the boys asked the men in spanish if they could give us a jump, reluctantly they agreed. The Mexican men swung their beater over towards Kathy\'s engine and we hooked up the cables and...LIFE!\r\nwe said our thank yous and shook hands, and then brought the teens back to their homes, much to the protest of my scared white girl associate. \r\nHad it not been for those wonderful people we\'d have been stranded at the Bermuda Sinclair possibly till day break."
0,"I really wanted to fall madly in love with this place, I mean, a British themed pub in Heritage Square? So promising."
1,"The cocktails were brilliantly diluted, a true scam in a glass."
0,It's not in a shell gas station anymore and i guarantee that Guy would never visit the new location on his show.
1,The ambiance was intimate—almost as if they forgot to clean up after the last customers.
0,"Oh, I just loved waiting an hour for cold food. Truly the highlight of my week!"
0,"We found a bandaid with the panang.  We ordered panang with chicken, not panang with bandaid."
1,"The supermarket layout is a treasure hunt for those who love surprises. Every aisle offers something you weren’t looking for, while the things you need remain elusive. It’s an adventure in shopping chaos."
0,I stopped in with a friend on a Saturday night after a friend had recommended it to me and was totally thrilled we did. We sat at a table for sushi and waited no longer than 10 minutes for a table - amazing for 8 pm on a Saturday in old towne.
0,"Oh, I just loved waiting an hour for cold food. Truly the highlight of my week!"
0,"Oh, I just loved waiting an hour for cold food. Truly the highlight of my week!"
